id,siteID,year,first_ice,freezeup,unsafe_boat,safe_man,safe_veh,type_veh,remarks,,
722,276,1952,10/18/1952,\N,\N,11/15/1952,12/1/1952,,,,
723,276,1953,10/3/1953,\N,\N,10/30/1953,11/1/1953,,,,
724,276,1954,10/15/1954,\N,\N,11/13/1954,11/20/1954,,,,
725,276,1955,10/13/1955,\N,\N,11/2/1955,11/10/1955,,,,
726,276,1956,10/3/1956,\N,\N,10/21/1956,10/24/1956,,,,
727,276,1957,10/13/1957,\N,\N,11/20/1957,11/26/1957,,,,
728,276,1958,10/8/1958,\N,\N,10/23/1958,10/29/1958,,,,
729,276,1959,10/10/1959,\N,\N,10/19/1959,10/25/1959,plane,,,
730,276,1960,10/10/1960,\N,\N,11/11/1960,11/18/1960,all types,,,
731,276,1962,10/17/1962,\N,\N,11/11/1962,11/16/1962,jeep,,,
732,276,1963,10/12/1963,\N,\N,11/14/1963,11/23/1963,jeep,,,
733,276,1967,10/13/1967,\N,10/10/1967,10/27/1967,10/31/1967,,,,
734,276,1968,10/13/1968,\N,9/1/1968,10/23/1968,11/1/1968,,,,
735,276,1969,10/13/1969,\N,10/9/1969,11/1/1969,11/15/1969,,,,
736,276,1970,10/9/1970,\N,10/9/1970,10/21/1970,10/30/1970,,,,
737,276,1972,10/1/1972,\N,\N,11/15/1972,11/12/1972,,,,
738,276,1973,10/10/1973,\N,\N,11/10/1973,12/3/1973,snowmachine,,,
739,276,1974,10/1/1974,\N,10/4/1974,10/31/1974,11/24/1974,jeep,,,
740,276,1975,10/9/1975,\N,10/17/1975,11/3/1975,11/18/1975,jeep,,,
741,276,1977,10/14/1977,\N,10/22/1977,11/2/1977,11/3/1977,snowmachine,,,
742,276,1978,10/4/1978,\N,10/8/1978,11/10/1978,11/13/1978,snowmachine,,,
743,276,1979,10/19/1979,\N,10/22/1979,11/30/1979,12/10/1979,snowmachine,,,
744,276,1981,10/5/1981,\N,10/27/1981,11/6/1981,11/10/1981,snowmachine,,,
745,276,1982,10/7/1982,\N,10/12/1982,10/20/1982,10/28/1982,snowmachine,,,
746,276,1983,9/25/1983,\N,10/15/1983,10/18/1983,10/25/1983,snowmachine,,,
747,276,1988,9/29/1988,\N,10/9/1988,10/21/1988,10/21/1988,snowmachine,,,
748,276,1989,10/10/1989,\N,\N,\N,\N,,,,
749,276,1993,10/2/1993,\N,11/17/1993,11/25/1993,11/25/1993,snowmachine,,,
750,276,1994,10/10/1994,\N,10/11/1994,10/25/1994,10/26/1994,snowmachine,,,
751,276,1997,10/13/1997,\N,10/15/1997,10/18/1997,10/19/1997,truck,,,
752,276,2000,10/8/2000,\N,10/9/2000,11/2/2000,11/2/2000,snowmachine,,,
753,276,2001,10/12/2001,\N,10/13/2001,11/1/2001,11/2/2001,snowmachine,,,
754,278,1960,10/14/1960,\N,\N,10/30/1960,11/3/1960,dog team,,,
755,278,1966,10/19/1966,\N,10/19/1966,10/23/1966,10/30/1966,,,,
756,278,1972,10/31/1972,\N,\N,11/6/1972,11/11/1972,snowmachine,,,
757,278,1973,10/20/1973,\N,\N,11/10/1973,11/16/1973,snowmachine,,,
758,282,1972,10/4/1972,\N,\N,11/10/1972,11/23/1972,snowmachine,,,
759,282,1973,10/13/1973,\N,\N,10/21/1973,11/13/1973,any,,,
760,282,1974,10/11/1974,\N,10/11/1974,10/31/1974,11/4/1974,snowmachine,,,
761,282,1975,10/28/1975,\N,\N,11/1/1975,11/3/1975,snowmachine,,,
762,282,1977,10/17/1977,\N,10/17/1977,10/19/1977,10/25/1977,snowmachine,,,
763,242,1945,\N,\N,\N,12/5/1945,\N,,,,
764,242,1946,\N,\N,\N,12/14/1946,\N,,,,
765,242,1947,12/30/1947,\N,\N,1/4/1947,\N,,,,
766,242,1956,10/22/1956,\N,\N,12/8/1956,12/14/1956,,,,
767,242,1957,12/20/1957,\N,\N,12/22/1957,12/28/1957,,,,
768,242,1958,12/28/1958,\N,\N,12/31/1958,1/8/1958,,,,
769,242,1960,12/1/1960,\N,\N,\N,\N,,,,
770,242,1964,12/11/1964,\N,\N,12/16/1964,12/16/1964,airplane,,,
771,242,1966,12/10/1966,\N,\N,12/14/1966,\N,,,,
772,242,1968,12/1/1968,\N,\N,12/15/1968,\N,,,,
773,242,1969,1/7/1969,\N,\N,1/17/1969,1/17/1969,,,,
774,242,1970,1/11/1970,\N,\N,1/14/1970,1/14/1970,,,,
775,242,1971,1/8/1971,\N,\N,1/15/1971,1/15/1971,,,,
776,242,1972,1/14/1972,\N,\N,1/17/1972,1/17/1972,,,,
777,242,1973,10/26/1973,\N,\N,1/16/1973,1/20/1973,,,,
778,242,1974,12/2/1974,\N,\N,1/8/1974,1/8/1974,,,,
779,242,1975,12/8/1975,\N,12/5/1975,12/12/1975,12/12/1975,snowmachine,,,
780,242,1979,11/4/1979,\N,11/1/1979,12/10/1979,12/15/1979,airplane,,,
781,242,1995,11/3/1995,\N,11/4/1995,11/7/1995,11/10/1995,four wheeler,,,
782,242,2000,11/27/2000,\N,11/28/2000,11/30/2000,12/1/2000,four wheeler,,,
783,159,1980,10/31/1980,\N,10/31/1980,11/20/1980,12/1/1980,airplane,,,
784,159,1981,\N,\N,\N,\N,11/1/1981,airplane,,,
785,159,1983,10/19/1983,\N,10/19/1983,11/6/1983,11/16/1983,,,,
786,509,1961,10/28/1961,\N,\N,11/15/1961,11/20/1961,airplane,,,
787,509,1962,11/3/1962,\N,\N,11/12/1962,11/15/1962,airplane,,,
788,509,1965,10/18/1965,\N,\N,10/24/1965,10/24/1965,,,,
789,509,1966,10/23/1966,\N,\N,10/26/1966,10/30/1966,,,,
790,166,1950,9/1/1950,\N,\N,10/25/1950,\N,,,,
791,166,1951,10/16/1951,\N,\N,10/21/1951,\N,,,,
792,358,2001,10/21/2001,\N,10/23/2001,10/28/2001,10/28/2001,snowmachine,,,
793,358,2002,11/1/2002,\N,11/25/2002,11/10/2002,11/18/2002,snowmachine,,,
794,166,1952,10/15/1952,\N,\N,11/5/1952,11/20/1952,,,,
795,163,1973,10/13/1973,\N,\N,12/1/1973,\N,,,,
796,163,1974,10/1/1974,\N,\N,\N,\N,,,,
797,163,1976,10/18/1976,\N,\N,\N,\N,,,,
798,163,1977,10/18/1977,\N,\N,11/20/1977,\N,,,,
799,163,1978,10/15/1978,\N,\N,12/20/1978,\N,,,,
800,163,1979,10/20/1979,\N,\N,\N,\N,,,,
801,163,1980,10/12/1980,\N,\N,\N,\N,,,,
802,163,1982,1/9/1982,\N,\N,\N,\N,,,,
803,163,1983,9/25/1983,\N,\N,\N,\N,,,,
804,163,1984,10/17/1984,\N,\N,\N,\N,,,,
805,163,1985,10/19/1985,\N,\N,\N,\N,,,,
806,163,1986,10/29/1986,\N,\N,\N,\N,,,,
807,163,1987,10/27/1987,\N,\N,\N,\N,,,,
808,163,1988,10/28/1988,\N,\N,\N,\N,,,,
809,163,1989,11/12/1989,\N,\N,\N,\N,,,,
810,163,1990,10/13/1990,\N,11/1/1990,11/10/1990,\N,,,,
811,163,1992,10/20/1992,\N,\N,\N,\N,,,,
812,163,1993,11/6/1993,\N,\N,\N,\N,,,,
813,163,1994,10/27/1994,\N,\N,\N,\N,,,,
814,163,1996,10/15/1996,\N,10/15/1996,10/30/1996,\N,,,,
815,163,1997,10/9/1997,\N,10/9/1997,\N,\N,,,,
816,163,1998,11/16/1998,\N,11/16/1998,\N,\N,,,,
817,163,1999,10/16/1999,\N,10/30/1999,\N,\N,,,,
818,163,2000,11/1/2000,\N,\N,\N,\N,,, main channel distinguishable.,
819,163,2001,10/28/2001,\N,10/15/2001,12/1/2001,12/1/2001,snowmachine,,,
820,162,1984,10/15/1984,\N,9/20/1984,10/23/1984,11/15/1984,snowmachine,,,
821,162,1985,10/5/1985,\N,10/20/1985,10/30/1985,11/1/1985,three wheeler,,,
822,162,1988,10/30/1988,\N,10/30/1988,11/15/1988,11/25/1988,snowmachine,,,
823,162,1995,10/25/1995,\N,11/5/1995,11/10/1995,11/21/1995,four wheeler,,,
824,162,1996,10/11/1996,\N,10/19/1996,10/19/1996,10/21/1996,snowmachine,,,
825,162,1998,\N,\N,9/10/1998,\N,9/30/1998,snowmachine,,,
826,162,1999,11/3/1999,\N,11/12/1999,12/10/1999,12/10/1999,snowmachine,,,
827,510,1967,10/16/1967,\N,10/15/1967,10/23/1967,11/10/1967,plane,,,
828,510,1968,10/19/1968,\N,\N,10/25/1968,10/25/1968,,,,
829,510,1969,10/25/1969,\N,\N,10/25/1969,11/16/1969,,,,
830,510,1970,10/17/1970,\N,10/17/1970,10/20/1970,10/21/1970,,,,
831,510,1971,10/13/1971,\N,\N,10/21/1971,10/29/1971,,,,
832,510,1972,10/8/1972,\N,\N,10/30/1972,11/5/1972,,,,
833,510,1973,10/21/1973,\N,10/21/1973,10/22/1973,10/28/1973,,,,
834,510,1974,10/28/1974,\N,10/28/1974,11/2/1974,11/13/1974,airplane,,,
835,510,1975,10/18/1975,\N,10/21/1975,10/25/1975,10/28/1975,snowmachine,,,
836,510,1979,10/26/1979,\N,10/26/1979,11/4/1979,11/7/1979,snowmachine,,,
837,510,1980,10/26/1980,\N,10/26/1980,10/28/1980,10/30/1980,snowmachine,,,
838,510,1981,10/29/1981,\N,11/13/1981,11/8/1981,11/11/1981,snowmachine,,,
839,510,1982,10/16/1982,\N,10/16/1982,10/21/1982,10/24/1982,snowmachine,,,
840,168,1986,\N,\N,10/1/1986,11/25/1986,11/25/1986,snowmachine,,,
841,168,1987,10/15/1987,\N,9/15/1987,10/30/1987,10/30/1987,snowmachine,,,
842,168,1988,\N,\N,\N,11/1/1988,\N,snowmachine,,,
843,168,1990,10/3/1990,\N,11/1/1990,11/25/1990,\N,snowmachine,,,
844,168,1992,11/15/1992,\N,\N,12/9/1992,12/5/1992,snowmachine,,,
845,168,1993,11/15/1993,\N,11/25/1993,12/28/1993,12/28/1993,snowmachine,,,
846,168,1994,11/23/1994,\N,\N,\N,12/10/1994,snowmachine,,,
847,169,1960,11/10/1960,\N,\N,11/27/1960,\N,,,,
848,169,1963,11/5/1963,\N,\N,11/15/1963,\N,,,,
849,169,1964,10/19/1964,\N,\N,12/9/1964,12/16/1964,,,,
850,169,1965,11/5/1965,\N,\N,11/23/1965,\N,,,,
851,169,1966,11/9/1966,\N,\N,11/14/1966,\N,,,,
852,169,1967,10/30/1967,\N,\N,11/26/1967,\N,,,,
853,169,1968,11/21/1968,\N,\N,12/1/1968,\N,,,,
854,169,1969,10/25/1969,\N,\N,11/12/1969,\N,,,,
855,169,1970,10/17/1970,\N,\N,11/23/1970,\N,,,,
856,169,1971,10/21/1971,\N,\N,11/27/1971,\N,,,,
857,169,1973,11/1/1973,\N,\N,11/13/1973,\N,,,,
858,169,1974,11/10/1974,\N,\N,11/19/1974,\N,,,,
859,169,1975,10/29/1975,\N,\N,11/2/1975,\N,,,,
860,169,1984,10/27/1984,\N,\N,\N,\N,,,,
861,169,1986,10/29/1986,\N,\N,\N,\N,,,,
862,169,1987,10/29/1987,\N,\N,\N,\N,,,,
863,511,1999,9/27/1999,\N,9/30/1999,10/26/1999,10/30/1999,snowmachine,,,
864,511,2000,9/18/2000,\N,10/4/2000,10/21/2000,10/28/2000,snowmachine,,,
865,511,2001,9/29/2001,\N,10/12/2001,10/25/2001,11/3/2001,snowmachine,,,
866,511,2002,10/5/2002,\N,10/11/2002,11/8/2002,\N,,,,
868,172,1974,10/15/1974,\N,\N,11/20/1974,12/31/1974,snowmachine,,,
869,172,1975,10/28/1975,\N,\N,11/2/1975,11/4/1975,snowmachine,,,
870,172,1977,10/15/1977,\N,\N,11/20/1977,11/30/1977,snowmachine,,,
871,172,1978,10/15/1978,\N,\N,11/11/1978,11/20/1978,snowmachine,,,
872,172,1988,10/23/1988,\N,\N,12/30/1988,1/10/1988,snowmachine,,,
873,172,1989,12/27/1989,\N,\N,1/3/1989,1/5/1989,snowmachine,,,
874,172,1990,10/10/1990,\N,\N,10/17/1990,11/13/1990,snowmachine,,,
875,172,1992,9/25/1992,\N,\N,\N,\N,,,,
876,175,1950,10/15/1950,\N,\N,11/1/1950,11/4/1950,,,,
877,175,1951,10/8/1951,\N,\N,10/18/1951,11/15/1951,,,,
878,175,1952,10/17/1952,\N,\N,12/3/1952,12/10/1952,,,,
879,175,1953,10/15/1953,\N,\N,10/29/1953,11/10/1953,,,,
880,175,1954,11/7/1954,\N,\N,11/30/1954,12/5/1954,,,,
881,175,1955,10/9/1955,\N,\N,11/1/1955,11/15/1955,,,,
882,175,1956,\N,\N,\N,11/1/1956,11/18/1956,,,,
883,175,1957,\N,\N,\N,\N,12/4/1957,,,,
884,175,1958,10/5/1958,\N,\N,10/24/1958,\N,,,,
885,175,1959,10/9/1959,\N,\N,10/15/1959,12/1/1959,,,,
886,175,1970,10/16/1970,\N,\N,11/14/1970,\N,,,,
887,175,1971,10/18/1971,\N,\N,11/15/1971,12/10/1971,,,,
888,175,1972,10/5/1972,\N,11/3/1972,11/15/1972,12/1/1972,,,,
889,175,1974,10/10/1974,\N,10/21/1974,11/13/1974,\N,,,,
890,175,1975,10/19/1975,\N,10/17/1975,11/1/1975,\N,,,,
891,175,1977,10/18/1977,\N,10/18/1977,11/23/1977,\N,,,,
892,175,1978,10/23/1978,\N,11/6/1978,11/12/1978,11/20/1978,,,,
893,175,1979,11/4/1979,\N,12/23/1979,\N,\N,,,,
894,299,1949,11/3/1949,\N,\N,12/2/1949,\N,,,,
895,299,1950,10/30/1950,\N,\N,11/8/1950,12/8/1950,,,,
896,299,1951,11/12/1951,\N,\N,12/5/1951,\N,,,,
897,299,1954,11/10/1954,\N,\N,11/27/1954,\N,,,,
898,299,1956,10/3/1956,\N,\N,11/4/1956,12/10/1956,,,,
899,299,1957,11/14/1957,\N,\N,12/22/1957,1/5/1957,,,,
900,299,1958,11/2/1958,\N,\N,11/15/1958,11/20/1958,,,,
901,299,1959,12/7/1959,\N,\N,12/10/1959,12/16/1959,,,,
902,299,1970,10/18/1970,\N,\N,11/28/1970,12/3/1970,plane,,,
903,299,1971,10/22/1971,\N,11/27/1971,11/27/1971,11/29/1971,snowmachine,,,
904,299,1972,11/3/1972,\N,\N,12/15/1972,12/28/1972,jeep,,,
905,299,1977,10/14/1977,\N,10/10/1977,11/30/1977,12/11/1977,jeep,,,
906,299,1978,10/20/1978,\N,10/1/1978,2/5/1978,2/10/1978,jeep,,,
907,299,1982,10/14/1982,\N,10/22/1982,11/6/1982,12/3/1982,three wheeler,,,
908,299,1983,10/22/1983,\N,10/26/1983,1/24/1983,1/25/1983,three wheeler,,,
909,299,1985,10/2/1985,\N,10/12/1985,1/25/1985,1/27/1985,snowmachine,,,
910,299,1986,11/19/1986,\N,11/21/1986,1/9/1986,1/12/1986,three wheeler,,,
911,364,1938,\N,\N,\N,1/2/1938,\N,,,,
912,364,1939,\N,\N,\N,12/14/1939,\N,,,,
913,364,1940,\N,\N,\N,1/3/1940,\N,,,,
914,364,1941,\N,\N,\N,12/4/1941,\N,,,,
915,364,1961,10/10/1961,\N,\N,\N,\N,,,,
916,364,1965,10/8/1965,\N,\N,1/2/1965,1/8/1965,,,,
917,365,1947,10/14/1947,\N,\N,10/30/1947,\N,,,,
918,365,1948,10/20/1948,\N,\N,12/18/1948,\N,,,,
919,365,1949,11/15/1949,\N,\N,12/15/1949,\N,,,,
920,365,1950,9/5/1950,\N,\N,1/15/1950,\N,,,,
921,365,1951,10/10/1951,\N,\N,12/20/1951,\N,,,,
922,365,1954,10/11/1954,\N,\N,11/22/1954,12/10/1954,,,,
923,365,1955,10/9/1955,\N,\N,11/28/1955,\N,,,,
924,365,1956,10/6/1956,\N,\N,12/1/1956,1/15/1956,,,,
925,365,1957,\N,\N,\N,1/23/1957,1/23/1957,,,,
926,365,1959,10/5/1959,\N,\N,12/5/1959,\N,,,,
927,365,1960,10/15/1960,\N,\N,12/10/1960,\N,,,,
928,365,1961,10/15/1961,\N,\N,11/13/1961,\N,,,,
929,365,1962,10/11/1962,\N,\N,11/20/1962,1/10/1962,snowmachine,,,
930,365,1964,10/23/1964,\N,\N,12/30/1964,\N,,,,
931,365,1966,12/3/1966,\N,\N,12/10/1966,12/11/1966,,,,
932,365,1967,11/1/1967,\N,\N,12/15/1967,12/24/1967,,,,
933,365,1968,10/29/1968,\N,\N,1/20/1968,\N,,,,
934,365,1970,11/25/1970,\N,\N,12/15/1970,\N,,,,
935,365,1971,11/1/1971,\N,\N,12/21/1971,\N,,,,
936,365,1972,10/1/1972,\N,\N,11/1/1972,\N,,,,
937,365,1973,11/18/1973,\N,\N,12/20/1973,\N,,,,
938,365,1974,10/1/1974,\N,\N,12/13/1974,\N,,,,
939,365,1977,10/15/1977,\N,\N,12/10/1977,\N,,,,
940,367,1972,10/5/1972,\N,\N,11/11/1972,11/22/1972,snowmachine,,,
941,366,1972,9/20/1972,\N,\N,12/26/1972,\N,,,,
942,366,1979,10/21/1979,\N,\N,12/15/1979,1/10/1979,pickup,,,
943,366,1980,10/26/1980,\N,10/27/1980,12/13/1980,12/14/1980,snowmachine,,,
944,366,1983,9/25/1983,\N,10/14/1983,12/23/1983,12/25/1983,snowmachine,,,
945,366,1984,\N,\N,\N,\N,12/1/1984,snowmachine,,,
946,366,1985,10/10/1985,\N,\N,10/23/1985,10/31/1985,snowmachine,,,
947,305,2001,\N,\N,10/28/2001,10/30/2001,11/3/2001,four wheeler,,,
948,177,1958,10/5/1958,\N,\N,11/10/1958,11/20/1958,,,,
949,177,1959,10/10/1959,\N,\N,10/18/1959,\N,,,,
950,177,1961,10/9/1961,\N,\N,\N,\N,,,,
951,177,1963,10/16/1963,\N,\N,11/10/1963,11/16/1963,,,,
952,177,1983,10/25/1983,\N,\N,12/28/1983,\N,,,,
953,177,1990,10/28/1990,\N,11/3/1990,11/11/1990,11/22/1990,four wheeler,,,
954,177,1993,11/15/1993,\N,11/27/1993,11/29/1993,12/2/1993,snowmachine,,,
955,177,1994,11/5/1994,\N,11/12/1994,11/17/1994,\N,,,,
956,177,1998,11/2/1998,\N,\N,\N,\N,,,,
957,177,1999,10/23/1999,\N,\N,11/8/1999,\N,,,,
958,177,2000,10/21/2000,\N,\N,1/15/2000,2/1/2000,snowmachine,,,
959,57,1945,\N,\N,\N,11/1/1945,\N,,,,
960,57,1947,10/15/1947,\N,\N,11/1/1947,\N,,,,
961,57,1948,\N,\N,\N,10/16/1948,\N,,,,
962,57,1959,10/20/1959,\N,\N,11/23/1959,11/26/1959,,,,
963,57,1973,10/14/1973,\N,10/14/1973,10/16/1973,10/20/1973,snowmachine,,,
964,57,1979,10/22/1979,\N,10/22/1979,11/20/1979,11/22/1979,snowmachine,,,
965,444,2001,10/14/2001,\N,10/4/2001,10/21/2001,11/7/2001,snowmachine,,,
966,444,2002,10/10/2002,\N,\N,11/3/2002,11/14/2002,snowmachine,,,
967,101,2001,10/21/2001,\N,10/26/2001,11/8/2001,11/17/2001,snowmachine,,,
968,446,1961,10/12/1961,\N,\N,10/28/1961,11/7/1961,airplane,,,
969,446,1962,10/21/1962,\N,\N,11/12/1962,11/30/1962,,,,
970,446,1963,10/19/1963,\N,\N,11/2/1963,11/18/1963,airplane,,,
971,446,1965,10/12/1965,\N,\N,10/21/1965,11/1/1965,,,,
972,446,1967,10/20/1967,\N,10/19/1967,10/27/1967,11/6/1967,,,,
973,446,1968,10/19/1968,\N,10/18/1968,10/26/1968,10/30/1968,,,,
974,446,1970,10/15/1970,\N,\N,10/27/1970,10/29/1970,,,,
975,446,1971,10/12/1971,\N,10/12/1971,11/6/1971,11/9/1971,,,,
976,446,1972,11/1/1972,\N,10/30/1972,11/6/1972,11/10/1972,,,,
977,446,1973,10/15/1973,\N,10/15/1973,11/1/1973,11/4/1973,,,,
978,446,1974,10/11/1974,\N,10/11/1974,10/20/1974,10/28/1974,truck,,,
979,447,1970,9/24/1970,\N,9/30/1970,10/10/1970,11/1/1970,,,,
980,447,1974,9/25/1974,\N,9/25/1974,10/10/1974,10/10/1974,snowmachine,,,
981,447,1977,10/9/1977,\N,10/5/1977,10/12/1977,10/30/1977,snowmachine,,,
982,314,1984,10/23/1984,\N,10/26/1984,10/30/1984,11/9/1984,small plane,,,
983,314,1986,11/19/1986,\N,11/20/1986,11/25/1986,11/28/1986,three wheeler,,,
984,314,1987,10/28/1987,\N,10/29/1987,11/1/1987,11/4/1987,airplane,,,
985,314,1988,10/12/1988,\N,11/2/1988,11/14/1988,11/19/1988,airplane,,,
986,314,1992,10/16/1992,\N,10/25/1992,10/29/1992,\N,,,,
987,314,1993,10/30/1993,\N,11/1/1993,11/20/1993,11/21/1993,three wheeler,,,
988,180,1994,11/6/1994,\N,\N,\N,\N,,,,
989,512,1970,9/23/1970,\N,9/26/1970,\N,\N,,,,
990,226,1981,11/20/1981,\N,12/22/1981,1/31/1981,1/31/1981,4 wheel drive truck,,,
991,226,1982,11/8/1982,\N,\N,11/17/1982,\N,,,,
992,226,1995,11/4/1995,\N,\N,\N,\N,,,,
993,226,1996,11/9/1996,\N,\N,\N,\N,,,,
994,226,1997,11/18/1997,\N,\N,12/31/1997,\N,,,,
995,226,1998,12/23/1998,\N,12/23/1998,12/24/1998,12/25/1998,four wheeler,,,
996,226,2000,\N,\N,12/12/2000,2/17/2000,\N,,,,
997,182,2000,10/21/2000,\N,11/28/2000,11/30/2000,12/1/2000,snowmachine,,,
998,182,2001,10/11/2001,\N,10/30/2001,10/31/2001,11/1/2001,snowmachine,,,
999,182,2002,12/12/2002,\N,12/24/2002,12/29/2002,12/29/2002,snowmachine,,,
1000,373,1994,10/9/1994,\N,10/9/1994,11/10/1994,12/1/1994,snowmachine,,,
1001,373,1995,10/13/1995,\N,10/13/1995,10/21/1995,\N,,,,
1002,373,1997,10/10/1997,\N,10/10/1997,10/18/1997,10/25/1997,snowmachine,,,
1003,373,1998,10/1/1998,\N,10/5/1998,10/12/1998,10/19/1998,snowmachine,,,
1004,373,1999,9/28/1999,\N,10/10/1999,9/19/1999,10/28/1999,snowmachine,, several skim covers that melted.,
1005,373,2000,9/30/2000,\N,10/5/2000,10/28/2000,11/4/2000,snowmachine,, warm weather dropped in melting much of the original ice.,
1006,513,1961,10/15/1961,\N,\N,10/20/1961,10/22/1961,airplane,,,
1007,513,1962,10/21/1962,\N,\N,10/30/1962,11/3/1962,airplane,,,
1008,513,1965,10/10/1965,\N,\N,10/17/1965,10/17/1965,airplane,,,
1009,513,1966,10/17/1966,\N,\N,10/21/1966,10/22/1966,,,,
1010,69,1950,10/31/1950,\N,\N,12/2/1950,12/8/1950,,,,
1011,69,1953,10/17/1953,\N,\N,10/25/1953,10/29/1953,,,,
1012,69,1956,10/8/1956,\N,\N,10/20/1956,11/6/1956,,,,
1013,69,1958,10/8/1958,\N,\N,11/7/1958,12/13/1958,,,,
1014,69,1959,10/16/1959,\N,\N,11/6/1959,11/21/1959,,,,
1015,69,1960,10/8/1960,\N,\N,10/17/1960,10/27/1960,car,,,
1016,69,1961,10/9/1961,\N,\N,11/13/1961,11/13/1961,truck,,,
1017,69,1963,10/10/1963,\N,\N,10/15/1963,11/6/1963,,,,
1018,69,1964,10/15/1964,\N,\N,11/10/1964,12/1/1964,,,,
1019,69,1966,\N,\N,\N,12/10/1966,12/10/1966,,,,
1020,69,1968,10/15/1968,\N,\N,12/4/1968,1/1/1968,,,,
1021,69,1969,10/24/1969,\N,\N,11/17/1969,11/21/1969,,,,
1022,69,1970,9/26/1970,\N,\N,10/18/1970,\N,,,,
1023,69,1971,\N,\N,\N,11/10/1971,\N,,,,
1024,69,1972,9/28/1972,\N,\N,12/14/1972,12/18/1972,snowmachine,,,
1025,69,1974,10/8/1974,\N,\N,\N,\N,,,,
1026,69,1975,10/3/1975,\N,\N,11/3/1975,\N,,,,
1027,69,1981,10/8/1981,\N,10/28/1981,11/15/1981,12/1/1981,pickup,,,
1028,69,1982,10/10/1982,\N,10/20/1982,11/25/1982,12/20/1982,snowmachine,,,
1029,69,1983,10/17/1983,\N,10/19/1983,10/30/1983,11/1/1983,pickup,,,
1030,69,1985,10/18/1985,\N,10/19/1985,10/21/1985,11/1/1985,four wheeler,,,
1031,69,1987,11/1/1987,\N,11/1/1987,11/10/1987,11/10/1987,,,,
1032,69,1992,10/8/1992,\N,10/10/1992,10/24/1992,10/29/1992,four wheeler,,,
1033,69,1993,10/26/1993,\N,10/27/1993,11/18/1993,12/3/1993,snowmachine,,,
1034,69,1994,10/6/1994,\N,10/11/1994,11/14/1994,11/22/1994,snowmachine,,,
1035,69,1997,10/5/1997,\N,10/11/1997,10/20/1997,11/2/1997,snowmachine,,,
1036,69,1998,10/18/1998,\N,11/22/1998,11/27/1998,11/30/1998,snowmachine,,,
1037,183,1986,10/26/1986,\N,10/26/1986,\N,\N,,,,
1038,183,1995,10/15/1995,\N,10/15/1995,11/15/1995,\N,,,,
1039,104,1992,9/16/1992,\N,9/22/1992,10/10/1992,10/19/1992,3/4 ton pickup,,,
1040,104,1993,10/16/1993,\N,10/22/1993,11/1/1993,\N,,,,
1041,104,1994,10/3/1994,\N,10/7/1994,10/20/1994,11/8/1994,snowmachine,,,
1042,104,2001,10/5/2001,\N,10/19/2001,10/22/2001,9/20/2001,plane,,,
1043,104,2002,10/1/2002,\N,10/31/2002,11/15/2002,11/25/2002,plane,,,
1044,451,1970,9/21/1970,\N,\N,9/30/1970,10/15/1970,,,,
1045,451,1972,10/1/1972,\N,\N,10/15/1972,10/25/1972,,,,
1046,451,1973,10/6/1973,\N,10/6/1973,10/15/1973,10/20/1973,,,,
1047,451,1974,9/25/1974,\N,9/29/1974,10/2/1974,10/5/1974,snowmachine,,,
1048,451,1977,10/1/1977,\N,9/30/1977,10/10/1977,10/20/1977,snowmachine,,,
1049,185,1994,10/17/1994,\N,10/19/1994,10/28/1994,11/5/1994,four wheeler,,,
1050,185,1995,11/4/1995,\N,11/4/1995,11/7/1995,11/9/1995,four wheeler,,,
1051,185,1998,10/10/1998,\N,11/7/1998,11/9/1998,11/10/1998,four wheeler,,,
1052,185,1999,10/12/1999,\N,10/23/1999,10/29/1999,11/1/1999,four wheeler,,,
1053,185,2000,10/21/2000,\N,10/22/2000,11/5/2000,11/7/2000,four wheeler,,,
1054,189,1988,9/24/1988,\N,10/11/1988,\N,\N,,,,
1055,189,1990,10/15/1990,\N,10/16/1990,\N,\N,,,,
1056,189,1993,11/1/1993,\N,\N,\N,\N,,,,
1057,189,1994,10/16/1994,\N,\N,\N,\N,,,,
1058,192,1937,\N,\N,\N,11/20/1937,\N,,,,
1059,192,1939,\N,\N,\N,11/12/1939,\N,,,,
1060,192,1940,\N,\N,\N,11/22/1940,\N,,,,
1061,192,1941,\N,\N,\N,11/20/1941,\N,,,,
1062,192,1943,\N,\N,\N,12/22/1943,\N,,,,
1063,192,1947,12/3/1947,\N,\N,12/23/1947,\N,,,,
1064,192,1949,\N,\N,\N,12/18/1949,\N,,,,
1065,192,1950,10/11/1950,\N,\N,12/17/1950,\N,,,,
1066,192,1953,10/15/1953,\N,\N,11/30/1953,\N,,,,
1067,192,1954,11/8/1954,\N,\N,12/9/1954,\N,,,,
1068,192,1970,9/24/1970,\N,\N,11/26/1970,11/30/1970,snowmachine,,,
1069,192,1971,10/25/1971,\N,\N,11/10/1971,11/27/1971,snowmachine,,,
1070,192,1972,10/3/1972,\N,\N,12/8/1972,12/15/1972,snowmachine,,,
1071,192,1973,10/14/1973,\N,10/30/1973,\N,11/16/1973,snowmachine,,,
1072,192,1974,10/3/1974,\N,\N,12/31/1974,1/13/1974,snowmachine,,,
1073,192,1975,10/20/1975,\N,\N,11/2/1975,11/6/1975,snowmachine,,,
1074,192,1977,10/19/1977,\N,\N,12/1/1977,12/18/1977,snowmachine,,,
